"行政區","縣市","型態","房價","面積","屋齡","車位","管理"
"新北市泰山區","新北市","公寓",4300000,20.274,33,"無車位","無管理"
"新北市新莊區","新北市","公寓",6e+06,26.913,33,"無車位","無管理"
"新北市新莊區","新北市","大樓",7700000,22.025,19,"無車位","有管理"
"新北市新莊區","新北市","大樓",5850000,16.048,21,"無車位","有管理"
"新北市林口區","新北市","大樓",1.3e+07,43.421,6,"有車位","有管理"
"新北市林口區","新北市","大樓",7920000,23.61,7,"有車位","有管理"
"新北市林口區","新北市","大樓",12500000,47.834,8,"有車位","有管理"
"新北市新莊區","新北市","公寓",5450000,23.141,33,"無車位","無管理"
"新北市林口區","新北市","大樓",14400000,56.652,7,"有車位","有管理"
"新北市新莊區","新北市","公寓",2e+06,19.759,33,"無車位","無管理"
"新北市新莊區","新北市","大樓",19300000,46.295,6,"無車位","有管理"
"新北市板橋區","新北市","大樓",1e+07,12.409,4,"有車位","有管理"
"新北市新莊區","新北市","大樓",9300000,33.941,8,"無車位","有管理"
"新北市新莊區","新北市","公寓",7550000,22.34,46,"無車位","無管理"
"新北市泰山區","新北市","華廈",8800000,34.249,18,"有車位","有管理"
"新北市新莊區","新北市","公寓",3510000,27.361,39,"無車位","無管理"
"新北市五股區","新北市","公寓",7300000,23.861,30,"無車位","無管理"
"新北市新莊區","新北市","大樓",7700000,29.091,10,"無車位","有管理"
"新北市新莊區","新北市","公寓",5400000,22.6,37,"無車位","無管理"
"新北市林口區","新北市","公寓",12900000,57.962,18,"有車位","無管理"
"新北市林口區","新北市","透天",2.7e+07,136.579,23,"無車位","無管理"
"新北市新莊區","新北市","公寓",8800000,25.135,30,"無車位","無管理"
"新北市新莊區","新北市","公寓",8500000,21.508,37,"無車位","無管理"
"新北市林口區","新北市","大樓",13300000,41.827,9,"有車位","有管理"
"新北市泰山區","新北市","大樓",6e+06,29.772,22,"無車位","有管理"
"新北市新店區","新北市","公寓",12400000,28.979,36,"無車位","無管理"
"新北市新店區","新北市","大樓",9800000,22.412,19,"無車位","有管理"
"新北市新店區","新北市","套房",5500000,10.342,13,"無車位","有管理"
"新北市新店區","新北市","透天",13600000,49.072,30,"無車位","有管理"
"新北市深坑區","新北市","公寓",7390000,26.708,33,"無車位","無管理"
"新北市新店區","新北市","華廈",1.2e+07,32.643,21,"無車位","有管理"
"新北市汐止區","新北市","大樓",7500000,19.327,19,"無車位","有管理"
"新北市汐止區","新北市","公寓",10200000,32.092,26,"無車位","無管理"
"新北市淡水區","新北市","大樓",7e+06,46.086,19,"無車位","有管理"
"新北市淡水區","新北市","套房",1250000,8.54,23,"無車位","有管理"
"新北市淡水區","新北市","大樓",1.3e+07,49.277,4,"有車位","有管理"
"新北市八里區","新北市","大樓",2900000,13.104,19,"無車位","有管理"
"新北市八里區","新北市","公寓",4300000,27.419,32,"無車位","無管理"
"新北市淡水區","新北市","公寓",6800000,36.545,26,"無車位","無管理"
"新北市淡水區","新北市","大樓",14400000,55.621,1,"有車位","有管理"
"新北市淡水區","新北市","公寓",1800000,27.307,33,"無車位","無管理"
"新北市淡水區","新北市","公寓",4e+06,20.706,34,"無車位","無管理"
"新北市淡水區","新北市","大樓",9400000,43.557,4,"有車位","有管理"
"新北市淡水區","新北市","套房",2e+06,11.047,20,"無車位","有管理"
"新北市八里區","新北市","公寓",6600000,42.253,25,"無車位","無管理"
"新北市淡水區","新北市","華廈",4300000,19.287,21,"無車位","無管理"
"新北市八里區","新北市","大樓",8270000,33.266,1,"無車位","有管理"
"新北市八里區","新北市","大樓",7400000,21.196,1,"有車位","有管理"
"新北市八里區","新北市","大樓",13500000,43.645,1,"有車位","有管理"
"新北市八里區","新北市","大樓",6700000,33.245,1,"無車位","有管理"
"新北市八里區","新北市","大樓",9680000,28.35,1,"無車位","有管理"
"新北市八里區","新北市","大樓",9710000,33.245,1,"無車位","有管理"
"新北市八里區","新北市","大樓",10200000,33.266,1,"有車位","有管理"
"新北市八里區","新北市","大樓",7100000,26.913,1,"無車位","有管理"
"新北市淡水區","新北市","大樓",10300000,41.824,1,"有車位","有管理"
"新北市淡水區","新北市","套房",2e+06,8.594,14,"無車位","有管理"
"新北市淡水區","新北市","華廈",2200000,9.495,5,"無車位","無管理"
"新北市淡水區","新北市","大樓",4040000,22.21,1,"有車位","有管理"
"新北市蘆洲區","新北市","華廈",1.7e+07,37.093,3,"有車位","有管理"
"新北市淡水區","新北市","大樓",10900000,53.219,22,"有車位","有管理"
"新北市三重區","新北市","大樓",15500000,39.848,6,"有車位","有管理"
"新北市蘆洲區","新北市","公寓",1.1e+07,25.41,34,"無車位","無管理"
"新北市三重區","新北市","公寓",9300000,19.965,32,"無車位","無管理"
"新北市三重區","新北市","大樓",28300000,65.848,2,"有車位","有管理"
"新北市蘆洲區","新北市","大樓",36800000,78.695,9,"有車位","有管理"
"新北市中和區","新北市","公寓",12200000,26.904,30,"無車位","無管理"
"新北市中和區","新北市","套房",5350000,13.764,15,"無車位","有管理"
"新北市永和區","新北市","大樓",14200000,27.461,18,"無車位","有管理"
"新北市中和區","新北市","大樓",14500000,49.05,14,"無車位","有管理"
"新北市中和區","新北市","公寓",8500000,27.122,35,"無車位","無管理"
"新北市中和區","新北市","公寓",11200000,34.213,36,"無車位","無管理"
"新北市永和區","新北市","公寓",12200000,25.126,38,"無車位","無管理"
"新北市永和區","新北市","公寓",12400000,28.804,31,"無車位","無管理"
"新北市中和區","新北市","大樓",3600000,13.274,18,"無車位","有管理"
"新北市中和區","新北市","華廈",1e+07,22.445,15,"無車位","有管理"
"新北市中和區","新北市","公寓",7300000,25.238,34,"無車位","無管理"
"新北市中和區","新北市","大樓",10600000,23.598,14,"無車位","有管理"
"新北市中和區","新北市","套房",4120000,13.119,18,"無車位","有管理"
"新北市中和區","新北市","公寓",7300000,26.345,34,"無車位","無管理"
"新北市永和區","新北市","大樓",1.9e+07,32.936,15,"有車位","有管理"
"新北市三峽區","新北市","大樓",7380000,33.638,17,"無車位","有管理"
"新北市三峽區","新北市","大樓",7080000,18.988,8,"有車位","有管理"
"新北市鶯歌區","新北市","華廈",3880000,24.185,17,"無車位","有管理"
"新北市三峽區","新北市","華廈",4400000,27.146,20,"無車位","有管理"
"新北市三峽區","新北市","透天",15100000,69.926,25,"無車位","無管理"
"新北市樹林區","新北市","大樓",22400000,68.967,7,"有車位","有管理"
"新北市樹林區","新北市","大樓",7700000,29.3,8,"有車位","有管理"
"新北市三峽區","新北市","大樓",11300000,36.134,8,"有車位","有管理"
"新北市三峽區","新北市","大樓",1.5e+07,50.378,5,"有車位","有管理"
"新北市三峽區","新北市","套房",2760000,11.692,19,"無車位","有管理"
"新北市三峽區","新北市","套房",3200000,11.804,6,"無車位","有管理"
"新北市五股區","新北市","大樓",9550000,32.619,10,"有車位","有管理"
"新北市新莊區","新北市","大樓",11100000,25.038,8,"無車位","有管理"
"新北市五股區","新北市","透天",7800000,40.354,37,"無車位","無管理"
"新北市新店區","新北市","公寓",13800000,48.185,18,"有車位","有管理"
"新北市新店區","新北市","公寓",7e+06,27.443,32,"無車位","無管理"
"新北市新店區","新北市","公寓",11800000,29.412,34,"無車位","無管理"
"新北市汐止區","新北市","套房",4270000,11.598,14,"無車位","有管理"
"新北市蘆洲區","新北市","大樓",6180000,38.245,18,"有車位","有管理"
"新北市三重區","新北市","大樓",16700000,34.086,6,"有車位","有管理"
"新北市蘆洲區","新北市","華廈",11900000,42.417,18,"有車位","有管理"
"新北市永和區","新北市","公寓",1.1e+07,26.378,40,"無車位","無管理"
"新北市中和區","新北市","套房",8900000,20.376,16,"無車位","有管理"
"新北市中和區","新北市","大樓",5600000,12.756,18,"無車位","有管理"
"新北市永和區","新北市","公寓",12400000,28.807,43,"無車位","無管理"
"新北市中和區","新北市","公寓",8500000,26.475,33,"無車位","無管理"
"新北市永和區","新北市","華廈",8300000,18.673,5,"無車位","有管理"
"新北市鶯歌區","新北市","華廈",4480000,31.983,18,"無車位","有管理"
"新北市永和區","新北市","大樓",11300000,20.615,8,"無車位","有管理"
"新北市新店區","新北市","大樓",16100000,30.731,16,"有車位","有管理"
"新北市新莊區","新北市","大樓",10200000,48.594,18,"有車位","有管理"
"新北市新莊區","新北市","公寓",7300000,25.495,33,"無車位","無管理"
"新北市五股區","新北市","公寓",6500000,24.037,37,"無車位","無管理"
"新北市汐止區","新北市","公寓",8300000,30.211,33,"無車位","無管理"
"新北市新店區","新北市","大樓",22200000,52.472,5,"有車位","有管理"
"新北市汐止區","新北市","華廈",1e+07,42.822,15,"有車位","有管理"
"新北市淡水區","新北市","套房",3700000,14.895,21,"無車位","有管理"
"新北市淡水區","新北市","華廈",7700000,44.241,1,"有車位","有管理"
"新北市三重區","新北市","公寓",5500000,28.42,20,"無車位","無管理"
"新北市三重區","新北市","大樓",15400000,40.487,1,"有車位","有管理"
"新北市三重區","新北市","大樓",26400000,62.974,1,"有車位","有管理"
"新北市三峽區","新北市","大樓",4350000,28.898,18,"無車位","有管理"
"新北市中和區","新北市","公寓",7e+06,29.814,39,"無車位","無管理"
"新北市樹林區","新北市","大樓",2.1e+07,56.465,7,"有車位","有管理"
"新北市三重區","新北市","大樓",16200000,34.019,1,"有車位","有管理"
"新北市蘆洲區","新北市","華廈",1.8e+07,51.933,24,"有車位","有管理"
"新北市淡水區","新北市","套房",3800000,12.608,17,"無車位","無管理"
"新北市新店區","新北市","大樓",18600000,51.322,14,"有車位","有管理"
"新北市三峽區","新北市","套房",4800000,15.485,8,"無車位","有管理"
"新北市汐止區","新北市","大樓",6720000,27.652,5,"無車位","有管理"
"新北市汐止區","新北市","大樓",13600000,37.525,19,"無車位","有管理"
"新北市新莊區","新北市","大樓",15800000,48.724,20,"無車位","有管理"
"新北市新莊區","新北市","大樓",6600000,24.043,15,"無車位","有管理"
"新北市新莊區","新北市","公寓",6350000,22.285,39,"無車位","無管理"
"新北市板橋區","新北市","公寓",14200000,43.176,40,"無車位","無管理"
"新北市土城區","新北市","大樓",11500000,27.273,19,"無車位","有管理"
"新北市土城區","新北市","公寓",6e+06,21.853,36,"無車位","無管理"
"新北市樹林區","新北市","大樓",13400000,46.612,6,"有車位","有管理"
"新北市樹林區","新北市","華廈",5200000,24.176,20,"無車位","有管理"
"新北市三峽區","新北市","大樓",35700000,93.013,1,"有車位","有管理"
"新北市樹林區","新北市","大樓",8750000,54.38,20,"有車位","有管理"
"新北市中和區","新北市","公寓",1e+07,25.894,22,"無車位","有管理"
"新北市永和區","新北市","公寓",7500000,17.17,37,"無車位","無管理"
"新北市中和區","新北市","公寓",5800000,25.9,42,"無車位","無管理"
"新北市永和區","新北市","公寓",1.1e+07,30.056,40,"無車位","無管理"
"新北市中和區","新北市","公寓",6500000,20.667,35,"無車位","無管理"
"新北市蘆洲區","新北市","華廈",2330000,45.187,11,"無車位","有管理"
"新北市三重區","新北市","大樓",17900000,36.221,8,"有車位","有管理"
"新北市蘆洲區","新北市","公寓",11500000,32.594,25,"無車位","無管理"
"新北市三重區","新北市","大樓",11800000,19.399,1,"有車位","有管理"
"新北市三重區","新北市","華廈",17800000,59.354,15,"無車位","有管理"
"新北市三重區","新北市","公寓",8500000,31.043,28,"無車位","無管理"
"新北市三重區","新北市","公寓",5e+06,26.62,37,"無車位","無管理"
"新北市三重區","新北市","公寓",5e+06,26.62,37,"無車位","無管理"
"新北市蘆洲區","新北市","公寓",9130000,29.645,34,"無車位","無管理"
"新北市三重區","新北市","公寓",7070000,25.958,22,"無車位","無管理"
"新北市蘆洲區","新北市","大樓",20800000,43.515,2,"有車位","有管理"
"新北市蘆洲區","新北市","大樓",24900000,52.798,2,"有車位","有管理"
"新北市蘆洲區","新北市","華廈",17400000,38.139,10,"有車位","有管理"
"新北市三重區","新北市","華廈",12200000,28.852,17,"無車位","有管理"
"新北市三重區","新北市","公寓",8400000,24.502,34,"無車位","無管理"
"新北市淡水區","新北市","大樓",7320000,41.969,1,"有車位","有管理"
"新北市淡水區","新北市","透天",15500000,75.035,5,"有車位","有管理"
"新北市淡水區","新北市","大樓",8e+06,28.68,2,"有車位","有管理"
"新北市汐止區","新北市","大樓",11200000,36.569,18,"有車位","有管理"
"新北市汐止區","新北市","公寓",6100000,27.603,33,"無車位","無管理"
"新北市新店區","新北市","大樓",3.9e+07,65.709,1,"有車位","有管理"
"新北市新店區","新北市","公寓",1.1e+07,29.403,30,"無車位","有管理"
"新北市新店區","新北市","大樓",12500000,26.814,15,"無車位","有管理"
"新北市新莊區","新北市","公寓",3720000,25.712,40,"無車位","無管理"
"新北市林口區","新北市","華廈",9300000,42.522,6,"有車位","有管理"
"新北市泰山區","新北市","大樓",14700000,39.355,6,"有車位","有管理"
"新北市泰山區","新北市","大樓",10200000,35.35,8,"有車位","有管理"
"新北市新莊區","新北市","大樓",7180000,24.563,17,"無車位","有管理"
"新北市泰山區","新北市","公寓",1930000,18.453,39,"無車位","無管理"
"新北市五股區","新北市","公寓",4300000,22.651,31,"無車位","無管理"
"新北市新莊區","新北市","公寓",9050000,36.981,27,"無車位","無管理"
"新北市板橋區","新北市","大樓",8680000,12.412,4,"無車位","有管理"
"新北市板橋區","新北市","公寓",12800000,21.946,39,"無車位","無管理"
"新北市土城區","新北市","套房",4260000,10.763,20,"無車位","有管理"
"新北市土城區","新北市","公寓",7350000,27.927,31,"無車位","無管理"
"新北市板橋區","新北市","公寓",8e+06,23.665,33,"無車位","無管理"
"新北市板橋區","新北市","公寓",10900000,26.091,37,"無車位","無管理"
"新北市板橋區","新北市","華廈",9e+06,22.222,18,"無車位","有管理"
"新北市土城區","新北市","公寓",8e+06,35.768,33,"無車位","無管理"
"新北市板橋區","新北市","大樓",11200000,33.127,11,"有車位","有管理"
"新北市板橋區","新北市","公寓",3450000,7.218,36,"無車位","無管理"
"新北市板橋區","新北市","公寓",6980000,16.459,41,"無車位","無管理"
"新北市板橋區","新北市","公寓",5800000,20.497,40,"無車位","無管理"
"新北市板橋區","新北市","大樓",17800000,33.357,17,"無車位","有管理"
"新北市土城區","新北市","大樓",10500000,26.88,20,"無車位","有管理"
"新北市板橋區","新北市","華廈",11600000,32.361,22,"無車位","有管理"
"新北市板橋區","新北市","大樓",29300000,37.241,4,"有車位","有管理"
"新北市板橋區","新北市","華廈",9e+06,22.222,18,"無車位","有管理"
"新北市板橋區","新北市","華廈",9e+06,22.222,18,"無車位","有管理"
"新北市土城區","新北市","公寓",6500000,23.625,34,"無車位","無管理"
"新北市板橋區","新北市","大樓",15200000,24.614,3,"無車位","有管理"
"新北市板橋區","新北市","大樓",20400000,34.464,17,"有車位","有管理"
"新北市板橋區","新北市","公寓",10300000,25.894,37,"無車位","無管理"
"新北市板橋區","新北市","華廈",11500000,34.666,18,"有車位","有管理"
"新北市板橋區","新北市","公寓",10400000,24.829,37,"無車位","無管理"
"新北市土城區","新北市","大樓",9900000,39.116,1,"無車位","有管理"
"新北市板橋區","新北市","大樓",11200000,38.953,9,"無車位","有管理"
"新北市土城區","新北市","大樓",12800000,57.366,9,"有車位","有管理"
"新北市土城區","新北市","華廈",8e+06,26.045,11,"無車位","有管理"
"新北市板橋區","新北市","大樓",13300000,40.375,5,"有車位","有管理"
"新北市板橋區","新北市","公寓",8700000,26.647,35,"無車位","無管理"
"新北市土城區","新北市","公寓",6060000,26.33,33,"無車位","無管理"
"新北市土城區","新北市","公寓",5900000,21.877,32,"無車位","無管理"
"新北市五股區","新北市","華廈",12300000,49.011,20,"有車位","有管理"
"新北市泰山區","新北市","大樓",8100000,31.853,13,"無車位","有管理"
"新北市五股區","新北市","華廈",9300000,35.755,6,"無車位","有管理"
"新北市五股區","新北市","華廈",8800000,35.326,20,"有車位","有管理"
"新北市林口區","新北市","透天",28500000,112.696,5,"有車位","有管理"
"新北市新莊區","新北市","公寓",9800000,26.777,33,"無車位","無管理"
"新北市新莊區","新北市","公寓",8e+06,30.401,37,"無車位","無管理"
"新北市新莊區","新北市","公寓",5500000,20.549,36,"無車位","無管理"
"新北市林口區","新北市","華廈",12900000,58.083,9,"有車位","有管理"
"新北市新店區","新北市","大樓",16100000,34.228,14,"無車位","有管理"
"新北市新店區","新北市","套房",6300000,17.242,22,"無車位","有管理"
"新北市新店區","新北市","公寓",1.6e+07,42.813,41,"無車位","無管理"
"新北市新店區","新北市","公寓",8020000,31.611,26,"無車位","無管理"
"新北市新店區","新北市","套房",6450000,12.871,11,"無車位","有管理"
"新北市新店區","新北市","公寓",8600000,25.834,30,"無車位","無管理"
"新北市新店區","新北市","大樓",12400000,23.807,15,"無車位","有管理"
"新北市新店區","新北市","大樓",32600000,59.602,14,"有車位","有管理"
"新北市新店區","新北市","公寓",8860000,26.372,35,"無車位","無管理"
"新北市汐止區","新北市","大樓",24600000,65.624,6,"有車位","有管理"
"新北市汐止區","新北市","大樓",1.1e+07,42.819,16,"有車位","有管理"
"新北市汐止區","新北市","大樓",1.5e+07,45.526,6,"有車位","有管理"
"新北市八里區","新北市","華廈",4150000,23.28,21,"無車位","有管理"
"新北市淡水區","新北市","大樓",31500000,98.346,5,"有車位","有管理"
"新北市淡水區","新北市","大樓",7300000,32.782,15,"有車位","有管理"
"新北市淡水區","新北市","套房",1750000,11.202,23,"無車位","有管理"
"新北市淡水區","新北市","大樓",13500000,64.124,4,"有車位","有管理"
"新北市淡水區","新北市","大樓",1250000,8.455,24,"無車位","有管理"
"新北市淡水區","新北市","大樓",13200000,33.32,7,"無車位","有管理"
"新北市淡水區","新北市","大樓",2200000,10.448,7,"無車位","有管理"
"新北市淡水區","新北市","大樓",6130000,28.801,1,"有車位","有管理"
"新北市八里區","新北市","華廈",7500000,44.298,20,"有車位","有管理"
"新北市淡水區","新北市","大樓",5400000,21.323,19,"有車位","有管理"
"新北市淡水區","新北市","大樓",5700000,23.946,18,"有車位","有管理"
"新北市三重區","新北市","華廈",9100000,35.141,22,"無車位","有管理"
"新北市三重區","新北市","公寓",7400000,20.267,32,"無車位","無管理"
"新北市三重區","新北市","華廈",11400000,29.645,19,"無車位","有管理"
"新北市蘆洲區","新北市","大樓",19900000,42.165,1,"有車位","有管理"
"新北市三重區","新北市","公寓",4280000,10.769,21,"無車位","無管理"
"新北市蘆洲區","新北市","公寓",7600000,31.076,26,"無車位","無管理"
"新北市中和區","新北市","大樓",12600000,26.048,8,"無車位","有管理"
"新北市中和區","新北市","大樓",17100000,39.189,17,"有車位","有管理"
"新北市中和區","新北市","公寓",9800000,28.456,30,"無車位","無管理"
"新北市永和區","新北市","公寓",10600000,24.515,40,"無車位","無管理"
"新北市永和區","新北市","透天",23600000,31.617,38,"無車位","無管理"
"新北市中和區","新北市","大樓",1.3e+07,44.48,13,"有車位","無管理"
"新北市中和區","新北市","公寓",4400000,17.506,31,"無車位","無管理"
"新北市樹林區","新北市","大樓",5700000,22.763,18,"有車位","有管理"
"新北市三峽區","新北市","大樓",9400000,39.691,9,"無車位","有管理"
"新北市三峽區","新北市","套房",2470000,9.583,18,"無車位","有管理"
"新北市樹林區","新北市","華廈",7500000,33.762,19,"無車位","有管理"
"新北市三峽區","新北市","大樓",13800000,39.516,8,"有車位","有管理"
"新北市板橋區","新北市","套房",8690000,12.412,4,"無車位","有管理"
"新北市板橋區","新北市","華廈",8450000,24.388,7,"無車位","有管理"
"新北市板橋區","新北市","華廈",9100000,22.17,16,"無車位","有管理"
"新北市新莊區","新北市","大樓",11400000,33.895,19,"無車位","有管理"
"新北市泰山區","新北市","套房",1130000,5.521,16,"無車位","有管理"
"新北市泰山區","新北市","套房",985000,4.789,16,"無車位","有管理"
"新北市泰山區","新北市","套房",985000,4.804,16,"無車位","有管理"
"新北市汐止區","新北市","大樓",10300000,31.992,8,"無車位","有管理"
"新北市泰山區","新北市","大樓",7500000,29.288,18,"無車位","有管理"
"新北市新莊區","新北市","大樓",8150000,25.706,8,"無車位","有管理"
"新北市汐止區","新北市","大樓",10100000,28.48,17,"無車位","有管理"
"新北市淡水區","新北市","公寓",7400000,34.201,25,"無車位","無管理"
"新北市淡水區","新北市","大樓",7270000,26.354,6,"有車位","有管理"
"新北市淡水區","新北市","透天",2.1e+07,27.361,40,"無車位","無管理"
"新北市淡水區","新北市","透天",8e+06,27.361,40,"無車位","無管理"
"新北市淡水區","新北市","透天",8e+06,27.361,40,"無車位","無管理"
"新北市三重區","新北市","公寓",6900000,23.898,37,"無車位","無管理"
"新北市中和區","新北市","公寓",15500000,37.701,25,"有車位","有管理"
"新北市中和區","新北市","大樓",1.5e+07,32.915,8,"無車位","有管理"
"新北市永和區","新北市","華廈",1.5e+07,28.722,37,"無車位","有管理"
"新北市新莊區","新北市","公寓",7250000,26.239,29,"無車位","無管理"
"新北市新莊區","新北市","公寓",3200000,14.015,31,"無車位","無管理"
"新北市五股區","新北市","華廈",7500000,34.334,20,"無車位","有管理"
"新北市板橋區","新北市","華廈",6e+06,16.746,18,"無車位","有管理"
"新北市新店區","新北市","大樓",4.1e+07,67.098,1,"無車位","有管理"
"新北市新店區","新北市","大樓",30500000,51.377,1,"有車位","有管理"
"新北市汐止區","新北市","大樓",10800000,57.511,22,"有車位","有管理"
"新北市淡水區","新北市","大樓",2.1e+07,70.355,5,"有車位","有管理"
"新北市樹林區","新北市","公寓",1670000,27.567,31,"無車位","無管理"
"新北市蘆洲區","新北市","公寓",2250000,12.802,29,"無車位","無管理"
"新北市中和區","新北市","大樓",2.4e+07,41.049,12,"有車位","有管理"
"新北市淡水區","新北市","華廈",12200000,55.088,6,"有車位","有管理"
"新北市蘆洲區","新北市","華廈",12900000,34.113,17,"無車位","無管理"
"新北市樹林區","新北市","大樓",9650000,42.208,8,"有車位","有管理"
"新北市汐止區","新北市","大樓",5100000,39.398,19,"有車位","有管理"
"新北市汐止區","新北市","大樓",1.3e+07,38.49,14,"無車位","有管理"
"新北市汐止區","新北市","華廈",6900000,20.888,14,"無車位","有管理"
"新北市淡水區","新北市","套房",5e+06,16.132,6,"無車位","有管理"
"新北市淡水區","新北市","套房",1980000,10.358,24,"無車位","無管理"
"新北市新店區","新北市","華廈",7600000,26.865,20,"無車位","有管理"
"新北市新店區","新北市","透天",6e+07,80.501,2,"有車位","有管理"
"新北市土城區","新北市","華廈",15200000,34.597,4,"無車位","有管理"
"新北市新店區","新北市","公寓",7600000,27.258,35,"無車位","無管理"
"新北市五股區","新北市","透天",1.2e+07,26.926,45,"無車位","無管理"
"新北市永和區","新北市","公寓",9280000,25.253,36,"無車位","無管理"
"新北市三重區","新北市","華廈",1.4e+07,29.457,6,"無車位","無管理"
"新北市鶯歌區","新北市","華廈",6300000,35.202,21,"無車位","有管理"
"新北市三峽區","新北市","大樓",10200000,36.442,10,"有車位","有管理"
"新北市永和區","新北市","公寓",13800000,32.616,37,"無車位","無管理"
"新北市三峽區","新北市","套房",4020000,11.804,6,"無車位","有管理"
"新北市蘆洲區","新北市","華廈",11300000,26.929,10,"無車位","有管理"
"新北市淡水區","新北市","大樓",8e+06,39.452,17,"有車位","有管理"
"新北市新店區","新北市","公寓",1.3e+07,31.835,45,"無車位","無管理"
"新北市汐止區","新北市","大樓",7950000,34.996,5,"有車位","有管理"
"新北市汐止區","新北市","大樓",1.4e+07,30.658,13,"有車位","有管理"
"新北市林口區","新北市","大樓",6400000,33.072,19,"有車位","有管理"
"新北市新店區","新北市","大樓",20600000,43.542,12,"無車位","有管理"
"新北市汐止區","新北市","華廈",9500000,37.462,23,"無車位","有管理"
"新北市鶯歌區","新北市","華廈",5800000,26.021,8,"有車位","有管理"
"新北市三峽區","新北市","大樓",5250000,17.354,8,"無車位","有管理"
"新北市三峽區","新北市","套房",2400000,8.564,18,"無車位","有管理"
"新北市中和區","新北市","公寓",11200000,35.804,25,"無車位","無管理"
"新北市永和區","新北市","大樓",18500000,44.074,15,"有車位","有管理"
"新北市中和區","新北市","公寓",13500000,35.595,25,"無車位","無管理"
"新北市永和區","新北市","公寓",13300000,40.478,30,"無車位","無管理"
"新北市中和區","新北市","公寓",8700000,18.607,39,"無車位","無管理"
"新北市中和區","新北市","公寓",5500000,16.771,37,"無車位","無管理"
"新北市中和區","新北市","大樓",9280000,22.603,6,"無車位","有管理"
"新北市中和區","新北市","公寓",8400000,25.93,31,"無車位","無管理"
"新北市中和區","新北市","套房",6500000,11.186,7,"無車位","有管理"
"新北市中和區","新北市","公寓",15800000,26.714,35,"無車位","無管理"
"新北市三重區","新北市","透天",5e+06,21.19,50,"無車位","無管理"
"新北市三重區","新北市","華廈",11500000,27.863,14,"無車位","無管理"
"新北市蘆洲區","新北市","大樓",1.9e+07,42.692,1,"有車位","有管理"
"新北市蘆洲區","新北市","大樓",19800000,42.789,1,"有車位","有管理"
"新北市蘆洲區","新北市","大樓",20200000,42.619,1,"有車位","有管理"
"新北市三重區","新北市","公寓",7200000,31.266,27,"無車位","有管理"
"新北市三重區","新北市","大樓",16400000,37.604,4,"有車位","有管理"
"新北市蘆洲區","新北市","公寓",10200000,29.947,33,"無車位","無管理"
"新北市蘆洲區","新北市","大樓",13500000,29.881,21,"有車位","有管理"
"新北市三重區","新北市","大樓",1.1e+07,28.508,19,"無車位","有管理"
"新北市三重區","新北市","公寓",8850000,32.815,31,"無車位","無管理"
"新北市蘆洲區","新北市","華廈",9550000,35.504,21,"無車位","無管理"
"新北市三重區","新北市","公寓",6200000,15.449,19,"無車位","無管理"
"新北市蘆洲區","新北市","華廈",6250000,24.079,22,"無車位","有管理"
"新北市蘆洲區","新北市","大樓",8210000,27.649,21,"有車位","有管理"
"新北市淡水區","新北市","大樓",9600000,38.974,6,"有車位","有管理"
"新北市淡水區","新北市","套房",4150000,13.516,5,"無車位","有管理"
"新北市三芝區","新北市","大樓",2850000,29.709,18,"有車位","無管理"
"新北市淡水區","新北市","大樓",8500000,39.358,18,"有車位","有管理"
"新北市淡水區","新北市","大樓",8350000,27.639,2,"有車位","有管理"
"新北市淡水區","新北市","大樓",4e+06,19.242,18,"無車位","有管理"
"新北市汐止區","新北市","公寓",9050000,33.36,33,"無車位","無管理"
"新北市汐止區","新北市","大樓",5600000,21.024,4,"無車位","有管理"
"新北市汐止區","新北市","華廈",7550000,39.83,15,"有車位","有管理"
"新北市汐止區","新北市","大樓",16100000,44.549,8,"有車位","有管理"
"新北市汐止區","新北市","大樓",9500000,47.323,4,"有車位","有管理"
"新北市汐止區","新北市","華廈",7900000,24.067,3,"無車位","有管理"
"新北市新店區","新北市","大樓",9300000,27.14,21,"無車位","無管理"
"新北市新店區","新北市","大樓",8600000,23.722,16,"無車位","有管理"
"新北市新店區","新北市","公寓",6500000,27.443,32,"無車位","無管理"
"新北市新店區","新北市","大樓",10200000,21.296,11,"無車位","有管理"
"新北市新店區","新北市","大樓",14900000,26.916,1,"無車位","有管理"
"新北市新店區","新北市","大樓",16300000,26.435,1,"有車位","有管理"
"新北市泰山區","新北市","華廈",12200000,33.19,10,"有車位","有管理"
"新北市林口區","新北市","大樓",1.1e+07,55.554,19,"無車位","有管理"
"新北市林口區","新北市","華廈",10100000,32.374,9,"有車位","有管理"
"新北市新莊區","新北市","華廈",9300000,34.037,17,"無車位","無管理"
"新北市新莊區","新北市","公寓",7600000,21.853,31,"無車位","無管理"
"新北市新莊區","新北市","大樓",6850000,27.954,15,"無車位","有管理"
"新北市新莊區","新北市","公寓",8200000,27.149,34,"無車位","無管理"
"新北市五股區","新北市","大樓",10800000,53.766,21,"有車位","有管理"
"新北市林口區","新北市","公寓",7800000,48.79,25,"有車位","有管理"
"新北市新莊區","新北市","公寓",9360000,31.862,26,"無車位","無管理"
"新北市新莊區","新北市","華廈",16500000,42.904,15,"有車位","有管理"
"新北市新莊區","新北市","公寓",9500000,23.365,40,"無車位","無管理"
"新北市新莊區","新北市","大樓",10500000,54.287,9,"有車位","有管理"
"新北市五股區","新北市","公寓",3350000,15.712,31,"無車位","無管理"
